"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","User_Score","Rating"
"Grand Kingdom","PS4",2015,"Role-Playing","Nippon Ichi Software",0.03,0,0.03,0.01,0.07,8.1,"T"
"Robocalypse","DS",2008,"Strategy","Tecmo Koei",0.07,0,0,0.01,0.07,8.6,"E10+"
"Homie Rollerz","DS",2008,"Racing","Destineer",0.07,0,0,0.01,0.07,2.4,"E"
"Escape Dead Island","X360",2014,"Action","Deep Silver",0.03,0.04,0,0.01,0.07,3.8,"M"
"Tom Clancy's Splinter Cell: Chaos Theory","DS",2005,"Action","Ubisoft",0.06,0,0,0.01,0.07,7,"T"
"SimCity 4: Deluxe Edition","PC",2003,"Simulation","Electronic Arts",0,0.06,0,0.01,0.07,8.3,"E"
"CSI: Dark Motives","DS",2007,"Adventure","Ubisoft",0.05,0.01,0,0.01,0.07,6.7,"T"
"Romance of the Three Kingdoms IX","PS2",2003,"Strategy","Tecmo Koei",0.03,0.03,0,0.01,0.07,8.9,"E"
"Second Sight","XB",2004,"Adventure","Codemasters",0.05,0.02,0,0,0.07,8,"T"
"Operation Flashpoint: Red River","PC",2011,"Shooter","Codemasters",0.01,0.04,0,0.01,0.07,4.9,"M"
"Vanguard Bandits","PS",1998,"Strategy","Human Entertainment",0.04,0.03,0,0,0.07,7.4,"T"
"MLB Front Office Manager","X360",2009,"Sports","Take-Two Interactive",0.06,0,0,0.01,0.07,4.6,"E"
"Child of Light","PSV",2014,"Role-Playing","Ubisoft",0,0.04,0.02,0.01,0.07,7.8,"E10+"
"Silent Hill: Origins","PS2",2008,"Action","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07,7.4,"M"
"Resident Evil: Revelations 2","X360",2015,"Action","Capcom",0.04,0.02,0,0.01,0.07,6.6,"M"
"Harry Potter and the Sorcerer's Stone","XB",2003,"Action","Electronic Arts",0.05,0.02,0,0,0.07,6,"E"
"Damnation","X360",2009,"Shooter","Codemasters",0.06,0.01,0,0.01,0.07,5.6,"M"
"Samurai Warriors","XB",2004,"Action","Tecmo Koei",0.05,0.02,0,0,0.07,9,"T"
"FIFA Soccer 2004","GC",2003,"Sports","Electronic Arts",0.05,0.01,0,0,0.07,6.2,"E"
"Record of Agarest War","PS3",2007,"Role-Playing","Ghostlight",0,0.03,0.03,0.01,0.07,6.8,"T"
"SNK Arcade Classics Vol. 1","Wii",2008,"Misc","Ignition Entertainment",0.06,0,0,0,0.07,8,"T"
"Dave Mirra BMX Challenge","PSP",2006,"Sports","Oxygen Interactive",0.06,0,0,0.01,0.07,4.6,"E"
"Rayman 3: Hoodlum Havoc","GC",2003,"Platform","Ubisoft",0.05,0.01,0,0,0.07,8.3,"E"
"Tony Hawk's Pro Skater 5","X360",2015,"Sports","Activision",0.06,0,0,0.01,0.07,2.8,"T"
"The Guy Game","XB",2004,"Misc","Gathering of Developers",0.05,0.02,0,0,0.07,5.4,"M"
"Fantasia: Music Evolved","X360",2014,"Misc","Disney Interactive Studios",0.06,0.01,0,0.01,0.07,7,"E10+"
"Ghost in the Shell: Stand Alone Complex","PSP",2005,"Adventure","Atari",0.06,0,0,0.01,0.07,7.4,"T"
"Open Season","Wii",2006,"Platform","Ubisoft",0.06,0,0,0.01,0.07,5.6,"E10+"
"BlazBlue: Chrono Phantasma","PSV",2014,"Fighting","Arc System Works",0.03,0,0.03,0.01,0.07,7.8,"T"
"Crimson Sea 2","PS2",2004,"Action","Tecmo Koei",0.03,0.03,0,0.01,0.07,8.3,"T"
"Tokyo Twilight Ghost Hunters","PSV",2014,"Role-Playing","Aksys Games",0.03,0.01,0.02,0.01,0.07,7,"T"
"Saint Seiya: Brave Soldiers","PS3",2013,"Fighting","Namco Bandai Games",0,0.01,0.06,0,0.07,7.4,""
"Earth Defense Force 2: Invaders from Planet Space","PSV",2014,"Action","Xseed Games",0.02,0,0.04,0.01,0.07,8.5,"T"
"Digimon World Championship","DS",2008,"Role-Playing","Namco Bandai Games",0,0,0.07,0,0.07,6.5,"E"
"RayStorm","PS",1997,"Shooter","Sony Computer Entertainment",0.04,0.03,0,0,0.07,7.8,"E"
"Dynasty Warriors 8: Empires","XOne",2014,"Action","Tecmo Koei",0.04,0.02,0,0.01,0.07,6.8,"T"
"Catwoman","GC",2004,"Action","Electronic Arts",0.05,0.01,0,0,0.07,6.1,"T"
"Colosseum: Road to Freedom","PS2",2005,"Role-Playing","Tecmo Koei",0.03,0.03,0,0.01,0.07,8.3,"M"
"Football Manager 2010","PC",2009,"Sports","Sega",0,0.06,0,0.01,0.07,9,"E"
"Target: Terror","Wii",2008,"Shooter","Konami Digital Entertainment",0.06,0,0,0.01,0.07,2.7,"M"
"Mugen Souls Z","PS3",2013,"Role-Playing","Nippon Ichi Software",0.02,0.01,0.04,0.01,0.07,6.4,"T"
"BeatMania","PS2",2006,"Simulation","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07,8.9,"E10+"
"Silpheed: The Lost Planet","PS2",2000,"Shooter","Swing! Entertainment",0.03,0.03,0,0.01,0.07,7.5,"T"
"Real Time Conflict: Shogun Empires","DS",2005,"Strategy","Namco Bandai Games",0.06,0,0,0,0.07,5.6,"E10+"
"Spartan: Total Warrior","GC",2005,"Action","Sega",0.05,0.01,0,0,0.07,8.3,"M"
"Pitfall: The Lost Expedition","XB",2004,"Platform","Activision",0.05,0.01,0,0,0.07,7.8,"E"
"River City Ransom EX","GBA",2004,"Action","Atlus",0.05,0.02,0,0,0.07,8.4,"T"
"Bionicle Heroes","X360",2006,"Shooter","Eidos Interactive",0.05,0.01,0,0.01,0.07,5.9,"E10+"
"Fable: The Lost Chapters","PC",2005,"Role-Playing","Microsoft Game Studios",0.01,0.05,0,0.01,0.07,8.7,"M"
"Crazy Taxi 2","DC",2001,"Racing","Sega",0,0,0.07,0,0.07,8.1,"T"
"The Sims 2: Seasons","PC",2007,"Simulation","Electronic Arts",0.01,0.04,0,0.01,0.07,7.3,"T"
"The Testament of Sherlock Holmes","PC",2012,"Adventure","Focus Home Interactive",0,0.06,0,0.01,0.07,8,"M"
"Robot Alchemic Drive","PS2",2002,"Action","Enix Corporation",0.03,0.03,0,0.01,0.07,8.2,"T"
"Tomb Raider: Legend","DS",2006,"Action","Eidos Interactive",0.04,0.02,0,0.01,0.07,8,"T"
"Warhammer: Battle For Atluma","PSP",2006,"Action","Namco Bandai Games",0.06,0,0,0.01,0.07,7.4,"T"
"Eagle Flight","PS4",2016,"Adventure","Ubisoft",0.01,0.05,0,0.01,0.07,7.8,"E10+"
"Operation: Vietnam","DS",2007,"Shooter","Majesco Entertainment",0.06,0,0,0,0.07,6.3,"T"
"Fighter Maker 2","PS2",2002,"Fighting","Enterbrain",0.03,0.03,0,0.01,0.07,7.8,"T"
"Lifeline","PS2",2003,"Adventure","Sony Computer Entertainment",0.03,0.03,0,0.01,0.07,7.7,"M"
"Dragon Valor","PS",1999,"Role-Playing","Sony Computer Entertainment",0.04,0.03,0,0,0.07,8.3,"T"
"NHL 2005","GC",2004,"Sports","Electronic Arts",0.05,0.01,0,0,0.07,5.6,"E"
"Microsoft Flight Simulator 2004: A Century of Flight","PC",2003,"Simulation","Microsoft Game Studios",0,0.06,0,0.01,0.07,8.2,"E"
"Anubis II","Wii",2007,"Platform","Metro 3D",0.06,0,0,0,0.07,2.7,"E"
"Goodbye Deponia","PC",2013,"Adventure","Daedalic Entertainment",0,0.06,0,0,0.07,7.9,""
"The Book of Unwritten Tales 2","PS4",2015,"Adventure","Nordic Games",0,0.06,0,0.01,0.07,8.6,""
"Inversion","PS3",2012,"Shooter","Namco Bandai Games",0.03,0.03,0,0.01,0.07,5.4,"M"
"Ultimate Marvel vs. Capcom 3","X360",2011,"Fighting","Capcom",0,0.03,0.04,0,0.07,6.2,"T"
"The Powerpuff Girls: Relish Rampage","GC",2002,"Action","BAM! Entertainment",0.05,0.01,0,0,0.07,7.6,"E"
"Army Men: RTS","GC",2004,"Strategy","Global Star",0.05,0.01,0,0,0.07,8.5,"T"
"Assassin's Creed Chronicles","PSV",2016,"Action","Ubisoft",0.01,0.04,0.01,0.01,0.07,8,"T"
"Dragoneer's Aria","PSP",2007,"Role-Playing","Tecmo Koei",0.02,0,0.05,0,0.07,6,"E10+"
"N+","DS",2007,"Platform","Atari",0.06,0,0,0,0.07,7.4,"E"
"Obscure","PS2",2004,"Adventure","Microids",0.03,0.03,0,0.01,0.07,8.9,"M"
"Sega Soccer Slam","GC",2002,"Sports","Sega",0.05,0.01,0,0,0.07,7.7,"E"
"Deep Labyrinth","DS",2006,"Action","505 Games",0.06,0,0,0,0.07,8.8,"E10+"
"Spawn: Armageddon","GC",2003,"Action","Electronic Arts",0.05,0.01,0,0,0.07,7.2,"M"
"God Hand","PS2",2006,"Action","Capcom",0,0,0.07,0,0.07,7.7,"M"
"Legends of Wrestling II","GBA",2002,"Fighting","Acclaim Entertainment",0.05,0.02,0,0,0.07,3.7,"E"
"Jurassic Park: Operation Genesis","XB",2003,"Simulation","Konami Digital Entertainment",0.05,0.01,0,0,0.07,8.8,"T"
"RedCard 20-03","PS2",2002,"Sports","Midway Games",0.03,0.03,0,0.01,0.07,9,"E"
"Future Tactics: The Uprising","PS2",2004,"Strategy","Crave Entertainment",0.03,0.03,0,0.01,0.07,6,"T"
"Driver: Parallel Lines","XB",2006,"Racing","Atari",0.05,0.01,0,0,0.07,4.6,"M"
"Top Gun","PS3",2011,"Simulation","505 Games",0.06,0,0,0.01,0.07,4.4,"T"
"Batman: Rise of Sin Tzu","GBA",2003,"Action","Ubisoft",0.05,0.02,0,0,0.07,6.8,"E"
"Dragon Ball Z: Battle of Z","X360",2014,"Fighting","Namco Bandai Games",0.01,0.05,0,0,0.07,5.1,"T"
"World Racing","XB",2003,"Racing","TDK Mediactive",0.05,0.01,0,0,0.07,8.1,"E"
"Resident Evil 5","PC",2009,"Action","Capcom",0.01,0.04,0,0.01,0.07,7.1,"M"
"X-Men: The Official Game","GBA",2006,"Action","Activision",0.05,0.02,0,0,0.07,9.3,"E10+"
"The King of Fighters 02/03","PS2",2005,"Fighting","SNK",0.03,0.03,0,0.01,0.07,8.8,"T"
"Sly 2: Band of Thieves","PS3",2010,"Platform","Sony Computer Entertainment",0,0.05,0,0.02,0.07,7.4,"E"
"Armored Core: Nine Breaker","PS2",2004,"Simulation","505 Games",0.03,0.03,0,0.01,0.07,8.2,"T"
"Terraria","PS4",2014,"Action","505 Games",0,0.05,0.01,0.01,0.07,7.9,"T"
"Cabela's Big Game Hunter 2005 Adventures","GC",2004,"Sports","Activision",0.05,0.01,0,0,0.07,8.8,"T"
"Worms 3D","GC",2003,"Strategy","Sega",0.05,0.01,0,0,0.07,7.6,"T"
"BlazBlue: Chrono Phantasma Extend","XOne",2015,"Action","PQube",0.05,0.01,0,0.01,0.07,6.3,"T"
"TRON: Evolution","PC",2010,"Action","Disney Interactive Studios",0.06,0,0,0,0.07,6,"T"
"Pac-Man and the Ghostly Adventures 2","WiiU",2014,"Adventure","Namco Bandai Games",0.04,0.02,0,0.01,0.07,7,"E10+"
"The Guided Fate Paradox","PS3",2013,"Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07,7.8,"T"
"Mayhem 3D","X360",2011,"Racing","Evolved Games",0.06,0,0,0,0.07,8.6,"E10+"
"WipEout HD Fury","PS3",2009,"Racing","Sony Computer Entertainment",0,0.05,0,0.01,0.07,8.4,"E10+"
"Fallout: Brotherhood of Steel","PS2",2004,"Role-Playing","Avalon Interactive",0.03,0.03,0,0.01,0.07,4.1,"M"
"Flower, Sun, and Rain","DS",2008,"Adventure","Rising Star Games",0.06,0,0,0,0.07,7.1,"T"
"Gunstar Super Heroes","GBA",2005,"Shooter","Sega",0.05,0.02,0,0,0.07,8.5,"E10+"
"Cities XL 2012","PC",2011,"Strategy","Focus Home Interactive",0.01,0.05,0,0.01,0.07,5.6,"E"
"Worms Forts: Under Siege","XB",2004,"Strategy","Sega",0.05,0.01,0,0,0.07,8,"T"
"Full Spectrum Warrior: Ten Hammers","PS2",2006,"Strategy","THQ",0.03,0.02,0,0.01,0.07,8,"M"
"Natural Doctrine","PSV",2014,"Role-Playing","Nippon Ichi Software",0.02,0.01,0.03,0.01,0.07,7.5,"M"
"Prince of Persia: The Fallen King","DS",2008,"Action","Ubisoft",0.06,0,0,0,0.07,6,"E"
"NHL Hitz Pro","XB",2003,"Sports","Midway Games",0.05,0.01,0,0,0.07,8.8,"E"
"Broken Sword 5: The Serpent's Curse","PS4",2015,"Adventure","Revolution Software",0,0.06,0,0.01,0.07,7.2,"T"
"Alan Wake","PC",2012,"Action","Nordic Games",0,0.06,0,0.01,0.06,8,"T"
"Risen 3: Titan Lords","X360",2014,"Role-Playing","Deep Silver",0.02,0.04,0,0,0.06,4.4,"M"
"Steambot Chronicles: Battle Tournament","PSP",2008,"Fighting","Irem Software Engineering",0.05,0,0.01,0.01,0.06,6.3,"E10+"
"Wings of War","XB",2004,"Simulation","Take-Two Interactive",0.05,0.01,0,0,0.06,5,"T"
"187: Ride or Die","XB",2005,"Racing","Ubisoft",0.05,0.01,0,0,0.06,6.9,"M"
"RPG Maker 3","PS2",2004,"Role-Playing","Enterbrain",0.03,0.02,0,0.01,0.06,7.9,"E10+"
"Kabuki Warriors","XB",2001,"Action","Genki",0.05,0.01,0,0,0.06,2.5,"M"
"World Poker Tour","XB",2005,"Misc","Take-Two Interactive",0.05,0.01,0,0,0.06,7.8,"T"
"Age of Empires III: The Asian Dynasties","PC",2007,"Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.06,8.5,"T"
"IL-2 Sturmovik: Birds of Prey","DS",2009,"Simulation","505 Games",0.06,0,0,0,0.06,2.4,"E10+"
"NanoBreaker","PS2",2005,"Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06,6.7,"M"
"Bionicle","XB",2003,"Action","Electronic Arts",0.05,0.01,0,0,0.06,1.5,"E"
"GRID 2","PC",2013,"Racing","Codemasters",0,0.06,0,0.01,0.06,5.7,"E"
"Cabela's Trophy Bucks","Wii",2008,"Sports","Activision Value",0.06,0,0,0,0.06,6,"T"
"Criminal Girls: Invite Only","PSV",2013,"Role-Playing","Nippon Ichi Software",0.01,0.01,0.04,0.01,0.06,6.7,"M"
"Miami Vice: The Game","PSP",2006,"Shooter","Activision",0.06,0,0,0,0.06,7,"M"
"Samurai Warriors Chronicles 3","PSV",2014,"Action","Tecmo Koei",0,0,0.06,0,0.06,7.9,"T"
"BMX XXX","GC",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06,5,"M"
"One Piece: Unlimited World Red","WiiU",2014,"Action","Namco Bandai Games",0,0.04,0.02,0,0.06,7.8,"T"
"Aggressive Inline","XB",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06,7.7,"T"
"Insecticide","DS",2008,"Action","Gamecock",0.06,0,0,0,0.06,7,"E10+"
"XGRA: Extreme G Racing Association","PS2",2003,"Racing","Acclaim Entertainment",0.03,0.02,0,0.01,0.06,8.6,"T"
"Mario vs. Donkey Kong: Tipping Stars","3DS",2015,"Puzzle","Nintendo",0,0,0.06,0,0.06,7.5,"E"
"Tournament of Legends","Wii",2010,"Fighting","Sega",0.04,0.02,0,0.01,0.06,6.9,"T"
"Escape from Bug Island","Wii",2006,"Action","Eidos Interactive",0.04,0.01,0.01,0,0.06,5,"M"
"Gradius Collection","PSP",2006,"Shooter","Konami Digital Entertainment",0.04,0,0.02,0,0.06,8.5,"E"
"Fist of the North Star: Ken's Rage 2","X360",2012,"Fighting","Tecmo Koei",0.03,0.01,0.02,0,0.06,7.1,"M"
"Gallop Racer 2004","PS2",2004,"Sports","Zoo Digital Publishing",0.03,0.02,0,0.01,0.06,8.7,"E"
"Mobile Suit Gundam Seed: Never Ending Tomorrow","PS2",2004,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06,7.8,"T"
"F1 2001","XB",2001,"Racing","Electronic Arts",0.05,0.01,0,0,0.06,5.5,"E"
"Crimson Gem Saga","PSP",2008,"Role-Playing","Sega",0.06,0,0,0,0.06,7.5,"T"
"Monster Tale","DS",2011,"Platform","Majesco Entertainment",0.06,0,0,0,0.06,8,"E"
"Legend of the Dragon","Wii",2007,"Fighting","Game Factory",0.06,0,0,0,0.06,4.8,"T"
"Cel Damage","GC",2002,"Racing","Electronic Arts",0.05,0.01,0,0,0.06,6.8,"T"
"Mirror's Edge Catalyst","PC",2016,"Platform","Electronic Arts",0.01,0.05,0,0,0.06,4.4,"T"
"Arc the Lad: End of Darkness","PS2",2004,"Role-Playing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06,4.2,"T"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","GBA",2004,"Action","Ubisoft",0.05,0.02,0,0,0.06,6.2,"T"
"Tokobot","PSP",2005,"Platform","Take-Two Interactive",0.06,0,0,0,0.06,7.3,"E"
"Land of the Dead: Road to Fiddler's Green","XB",2005,"Shooter","Groove Games",0.05,0.01,0,0,0.06,5.8,"M"
"Odin Sphere: Leifthrasir","PS3",2016,"Role-Playing","Nippon Ichi Software",0.02,0.01,0.03,0.01,0.06,7,"T"
"Assetto Corsa","PS4",2016,"Racing","505 Games",0,0.05,0,0.01,0.06,6.2,"E"
"NHL 2K9","Wii",2008,"Sports","Take-Two Interactive",0.06,0,0,0,0.06,5.4,"E10+"
"Warhammer 40,000: Squad Command","DS",2007,"Strategy","THQ",0.05,0.01,0,0.01,0.06,7.9,"T"
"Johnny Test","DS",2011,"Platform","505 Games",0.06,0,0,0,0.06,0.9,"E"
"One Piece: Burning Blood","XOne",2016,"Fighting","Namco Bandai Games",0.03,0.02,0,0.01,0.06,5.8,"T"
"TrackMania Turbo","XOne",2016,"Action","Ubisoft",0.02,0.04,0,0,0.06,7.7,"E"
"Pro Evolution Soccer 2015","PC",2014,"Sports","Konami Digital Entertainment",0,0.06,0,0,0.06,5.8,""
"Zero Escape: Zero Time Dilemma","PSV",2016,"Adventure","Aksys Games",0.03,0,0.02,0.01,0.06,8.3,"M"
"Bionicle Heroes","DS",2006,"Shooter","Eidos Interactive",0.06,0,0,0,0.06,6.4,"T"
"Mystic Heroes","PS2",2002,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,8.6,"T"
"Jurassic Park III: Park Builder","GBA",2001,"Simulation","Konami Digital Entertainment",0.04,0.02,0,0,0.06,8,"E"
"Unchained Blades ","PSP",2011,"Role-Playing","FuRyu",0,0,0.06,0,0.06,7.5,"T"
"Showtime Championship Boxing","Wii",2007,"Fighting","Zoo Digital Publishing",0.06,0,0,0,0.06,4.7,"E10+"
"Bomberman Land","PSP",2007,"Misc","Hudson Entertainment",0.06,0,0,0,0.06,7.8,"E"
"Generator Rex: Agent of Providence","X360",2011,"Action","Activision",0.05,0.01,0,0,0.06,4,"E10+"
"Steins;Gate","PS3",2012,"Adventure","PQube",0.01,0.02,0.02,0.01,0.06,8.7,"M"
"Nights of Azure","PS4",2015,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,7.6,"T"
"Age of Empires Online","PC",2011,"Strategy","Microsoft Game Studios",0.01,0.04,0,0.01,0.06,5.6,"E10+"
"Earth Defense Force 2017 Portable","PSV",2012,"Action","D3Publisher",0,0,0.06,0,0.06,7.9,"T"
"Atelier Iris 2: The Azoth Of Destiny","PS2",2005,"Role-Playing","Tecmo Koei",0.03,0.02,0,0.01,0.06,7.8,"E10+"
"Lego Batman 3: Beyond Gotham","PC",2014,"Action","Warner Bros. Interactive Entertainment",0,0.06,0,0,0.06,6.8,"E10+"
"From The Abyss","DS",2008,"Role-Playing","Nobilis",0.06,0,0,0,0.06,8,"E"
"The LEGO Movie Videogame","PC",2014,"Action","Warner Bros. Interactive Entertainment",0.02,0.04,0,0,0.06,6.8,"E10+"
"DuckTales: Remastered","WiiU",2013,"Action","Capcom",0.06,0,0,0.01,0.06,7.9,"E"
"Giants: Citizen Kabuto","PS2",2001,"Shooter","Interplay",0.03,0.02,0,0.01,0.06,6.9,"T"
"MX vs. ATV Supercross","X360",2014,"Racing","Nordic Games",0.03,0.02,0,0.01,0.06,4.8,"E"
"Grand Kingdom","PSV",2015,"Role-Playing","Nippon Ichi Software",0.01,0.01,0.04,0.01,0.06,8.8,"T"
"Guilty Gear XX Accent Core Plus","PS2",2008,"Fighting","PQube",0.03,0.02,0,0.01,0.06,8,"T"
"LEGO Batman: The Videogame","PC",2008,"Action","Warner Bros. Interactive Entertainment",0.02,0.03,0,0.01,0.06,7.8,"E10+"
"Alone in the Dark","PS2",2008,"Adventure","Atari",0.03,0.02,0,0.01,0.06,5.4,"M"
"Muppets Party Cruise","PS2",2003,"Misc","TDK Mediactive",0.03,0.02,0,0.01,0.06,8,"E"
"Earth Defense Force 4.1: The Shadow of New Despair","PS4",2015,"Shooter","Xseed Games",0.03,0.02,0,0.01,0.06,7.9,"M"
"Cold Fear","XB",2005,"Action","Ubisoft",0.05,0.01,0,0,0.06,7.6,"M"
"The Technomancer","PS4",2016,"Role-Playing","Focus Home Interactive",0.02,0.04,0,0.01,0.06,6.7,"M"
"Theme Park","DS",2007,"Simulation","Electronic Arts",0,0.02,0.03,0,0.06,7.6,"E"
"Call of Cthulhu: Dark Corners of the Earth","XB",2005,"Adventure","Take-Two Interactive",0.05,0.01,0,0,0.06,8.1,"M"
"Blur","PC",2010,"Racing","Activision",0.01,0.04,0,0.01,0.06,7.4,"E10+"
"The Next BIG Thing","PC",2011,"Adventure","Focus Home Interactive",0,0.05,0,0.01,0.06,7.9,"E10+"
"Alien Syndrome","Wii",2007,"Role-Playing","Sega",0.05,0,0,0,0.06,7.1,"T"
"Vexx","GC",2003,"Platform","Acclaim Entertainment",0.05,0.01,0,0,0.06,7.3,"T"
"Secret Files: Tunguska","Wii",2008,"Adventure","Koch Media",0.04,0.01,0,0,0.06,7.6,"T"
"EverQuest II: Destiny of Velious","PC",2011,"Role-Playing","Sony Online Entertainment",0.06,0,0,0,0.06,7.4,"T"
"Unreal Tournament III","PC",2007,"Shooter","Midway Games",0,0.05,0,0.01,0.06,8,"M"
"Disney Sports Skateboarding","GC",2002,"Sports","Konami Digital Entertainment",0.05,0.01,0,0,0.06,4.7,"E"
"Pro Evolution Soccer 2012","PS2",2011,"Action","Konami Digital Entertainment",0,0,0.06,0,0.06,8.2,"E"
"Terminator 3: The Redemption","XB",2004,"Shooter","Atari",0.05,0.01,0,0,0.06,8.6,"T"
"Arkanoid DS","DS",2007,"Puzzle","Square Enix",0.06,0,0,0,0.06,7,"E"
"Call of Duty 2","PC",2005,"Shooter","Activision",0,0.05,0,0.01,0.06,8.4,"T"
"Big Bang Mini","DS",2009,"Shooter","SouthPeak Games",0.05,0,0,0,0.06,8.2,"E"
"Serious Sam II","XB",2005,"Shooter","Take-Two Interactive",0.05,0.01,0,0,0.06,6.7,"M"
"Song of the Deep","XOne",2016,"Action","Insomniac Games",0.05,0,0,0.01,0.06,6.9,"E"
"Digimon All-Star Rumble","X360",2014,"Fighting","Namco Bandai Games",0.05,0.01,0,0.01,0.06,5.7,"E10+"
"Dead Rising 2: Off the Record","PC",2011,"Action","Capcom",0.04,0.02,0,0.01,0.06,5.3,"M"
"Flipnic: Ultimate Pinball","PS2",2003,"Misc","Ubisoft",0.03,0.02,0,0.01,0.06,8.1,"E"
"ICO","PS3",2011,"Action","Sony Computer Entertainment",0,0,0.06,0,0.06,7.4,"T"
"The Witcher","PC",2007,"Role-Playing","Atari",0,0.05,0,0.01,0.06,8.8,"M"
"Atelier Sophie: The Alchemist of the Mysterious Book","PSV",2015,"Role-Playing","Tecmo Koei",0,0,0.06,0,0.06,8,"T"
"Coded Arms: Contagion","PSP",2007,"Shooter","Konami Digital Entertainment",0.05,0,0,0.01,0.06,6.6,"T"
"Foster's Home for Imaginary Friends: Imagination Invaders","DS",2007,"Adventure","Midway Games",0.06,0,0,0,0.06,7.2,"E"
"S.T.A.L.K.E.R.: Call of Pripyat","PC",2009,"Shooter","Namco Bandai Games",0,0.05,0,0.01,0.06,8.7,"M"
"Create","PC",2010,"Action","Electronic Arts",0.04,0.01,0,0.01,0.06,6.8,"E"
"Cabela's Dangerous Hunts: Ultimate Challenge","PSP",2006,"Sports","Activision Value",0.06,0,0,0,0.06,4,"T"
"Tony Hawk's Pro Skater 5","PS3",2015,"Sports","Activision",0.05,0,0,0.01,0.06,3.1,"T"
"Commandos: Strike Force","PS2",2006,"Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06,8.5,"T"
"Mobile Suit Gundam: Gundam vs. Zeta Gundam","PS2",2004,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06,8.6,"T"
"Guilty Gear X: Advance Edition","GBA",2002,"Fighting","Sammy Corporation",0.04,0.02,0,0,0.06,5.9,"T"
"Warriors of the Lost Empire","PSP",2007,"Role-Playing","Mercury Games",0.05,0,0,0,0.06,7.4,"T"
"Devil's Third","WiiU",2015,"Action","Nintendo",0.04,0.02,0,0.01,0.06,6.5,"M"
"Star Trek: Tactical Assault","DS",2006,"Strategy","Ubisoft",0.05,0.01,0,0,0.06,7,"E"
"Oddworld: Munch's Oddysee","GBA",2003,"Platform","THQ",0.04,0.02,0,0,0.06,2.5,"E"
"Broken Sword: The Shadow of the Templars","GBA",2002,"Adventure","BAM! Entertainment",0.04,0.02,0,0,0.06,7.8,"T"
"Resident Evil - Code: Veronica X","GC",2003,"Action","Capcom",0.05,0.01,0,0,0.06,8.5,"M"
"Zoo Tycoon: Complete Collection","PC",2003,"Strategy","Microsoft Game Studios",0.03,0.02,0,0.01,0.06,8,"E"
"Trapt","PS2",2005,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,7.9,"M"
"Lord of Magna: Maiden Heaven","3DS",2014,"Role-Playing","Marvelous Entertainment",0,0,0.06,0,0.06,7.8,"T"
"Worms 3D","XB",2003,"Strategy","Sega",0.04,0.01,0,0,0.06,8.4,"T"
"PoPoLoCrois","PSP",2005,"Role-Playing","Ignition Entertainment",0.05,0,0,0,0.06,7.4,"E"
"Dragon Rage","PS2",2001,"Shooter","3DO",0.03,0.02,0,0.01,0.06,6.4,"T"
"Theresia...","DS",2008,"Adventure","Arc System Works",0.05,0,0,0,0.06,8,"M"
"Sacred 2: Fallen Angel","PC",2008,"Role-Playing","Ascaron Entertainment GmbH",0,0.05,0,0.01,0.06,6.9,"M"
"Adventure Time: The Secret of the Nameless Kingdom","X360",2014,"Action","Little Orbit",0,0.05,0,0,0.06,7.5,"E10+"
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","DS",2005,"Action","Konami Digital Entertainment",0.05,0,0,0,0.06,7,"E"
"Jumper: Griffin's Story","X360",2008,"Action","Eidos Interactive",0.05,0,0,0,0.06,3.3,"T"
"Tron 2.0: Killer App","XB",2004,"Action","Disney Interactive Studios",0.04,0.01,0,0,0.06,4.3,"T"
"The Fast and the Furious","PS2",2006,"Racing","Namco Bandai Games",0.03,0.02,0,0.01,0.06,6.6,"T"
"Vampire Rain: Altered Species","PS3",2008,"Action","Ignition Entertainment",0.05,0,0,0,0.06,3.5,"M"
"The History Channel: Battle for the Pacific","X360",2007,"Shooter","Activision",0.05,0,0,0,0.06,6.1,"T"
"Racing Gears Advance","GBA",2004,"Racing","Zoo Digital Publishing",0.04,0.02,0,0,0.06,8.9,"E"
"Syphon Filter: Logan's Shadow","PS2",2010,"Shooter","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06,7.9,"T"
"Toy Soldiers: War Chest","XOne",2015,"Action","Ubisoft",0.05,0,0,0.01,0.06,8.4,""
"Inversion","X360",2012,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06,6.5,"M"
