"artist","album","song","popularity","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre"
"Sumo","Sí o Sí - Diario del Rock Argentino - Sumo","La Rubia Tarada",39,222893,0.695,0.947,-10.163,0.112,0.116,0.000396,0.683,0.4,122.365,"punk"
"Catupecu Machu","Laberintos Entre Aristas Y Dialectos","Entero O A Pedazos - Acustico",38,306546,0.519,0.468,-7.287,0.0357,0.563,0,0.702,0.352,101.204,"punk"
"Gramofocas","Sempre que eu fico feliz eu bebo","Sempre Que Eu Fico Feliz Eu Bebo",36,125976,0.374,0.917,-2.215,0.0519,0.000828,1.29e-06,0.108,0.705,140.187,"punk"
"Matanza","A Arte do Insulto","O Chamado do Bar",37,125600,0.431,0.983,-3.97,0.0704,4.82e-05,5.9e-05,0.165,0.6,121.971,"punk"
"The Jansen","Banal Semakin Binal","Ku Bukan Mesin Lotremu",37,212928,0.3,0.966,-7.297,0.038,1.08e-05,0.35,0.0632,0.712,152.771,"punk"
"Attaque 77","Trapos","Hacelo por Mí (En Vivo)",38,215240,0.234,0.952,-3.577,0.0393,0.000162,7.02e-06,0.569,0.579,159.269,"punk"
"BBS Paranoicos","Capital","Ruidos",36,173973,0.224,0.933,-4.132,0.201,0.00452,0.00222,0.129,0.282,193.146,"punk"
"Ultraje a Rigor","2 é Demais","Inútil - Ao vivo",37,217066,0.615,0.725,-9.956,0.0605,0.014,0,0.0824,0.969,164.292,"punk"
"Chingadazo de Kung Fu","Me Pongo Hasta la Madre Porque Estoy Hasta la Madre","Epitafio (Perdón por Ser Rock And Roll)",37,151558,0.577,0.894,-2.555,0.0413,0.0104,0,0.36,0.77,127.513,"punk"
"Peligrosos Gorriones","Peligrosos Gorriones","Siempre Acampa",38,224893,0.742,0.761,-8.661,0.0267,0.000482,0.00129,0.103,0.623,120.061,"punk"
"Die Toten Hosen","Alles aus Liebe: 40 Jahre Die Toten Hosen","Tage wie diese",37,268426,0.67,0.696,-4.935,0.0294,0.0857,8.09e-05,0.0939,0.312,97.021,"punk"
"Virus","Relax","Juegos Incompletos",38,221546,0.689,0.903,-7.128,0.0774,0.319,0.0433,0.185,0.855,86.431,"punk"
"BBS Paranoicos","Delusional","Sanatorio",36,217072,0.458,0.926,-4.633,0.0569,0.000476,5e-06,0.0986,0.586,160.051,"punk"
"Hassisen Kone","Rumat Sävelet","Tällä Tiellä",38,195040,0.427,0.808,-5.404,0.047,0.105,4e-04,0.125,0.619,131.455,"punk"
"Mimikry","Automatiskt","500 mil",37,179866,0.588,0.93,-4.958,0.057,0.199,0,0.0992,0.834,135.083,"punk"
"Die Toten Hosen","All die ganzen Jahre: Ihre besten Lieder","Wünsch dir was",37,255640,0.488,0.91,-3.052,0.0496,0.00657,0,0.212,0.428,130.133,"punk"
"Kapelle Petra","Nackt","Also stoßen wir an",37,235152,0.409,0.813,-4.346,0.0376,0.0138,0,0.183,0.48,188.115,"punk"
"Hjalle & Heavy","2 Säsongen - På Rymmen","Mer O Mer O Mer",36,295466,0.428,0.873,-5.444,0.0361,0.027,0,0.0956,0.871,146.85,"punk"
"Beach Weather","Chit Chat","Sex, Drugs, Etc.",90,196784,0.572,0.839,-5.083,0.0377,0.013,0.00976,0.522,0.465,143.969,"rock"
"Arctic Monkeys","AM","I Wanna Be Yours",92,183956,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,"rock"
"The Neighbourhood","I Love You.","Sweater Weather",93,240400,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,"rock"
"OneRepublic","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","I Ain't Worried",96,148485,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,"rock"
"Faridkot;Amar Jalal","Nasha (Equals Sessions) - Single","Nasha (Equals Sessions)",70,287573,0.78,0.46,-7.516,0.0851,0.455,0.000141,0.061,0.788,124.007,"rock"
"Jaymes Young","Feel Something","Infinity",85,237720,0.671,0.673,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,"rock"
"PUBLIC","Make You Mine","Make You Mine",77,232906,0.606,0.799,-4.452,0.0261,0.0128,0,0.15,0.638,103.014,"rock"
"The Local Train","Aalas Ka Pedh","Choo Lo",67,233630,0.512,0.695,-6.349,0.0271,0.0265,0.00815,0.146,0.351,145.957,"rock"
"Christina Perri","A Thousand Years","A Thousand Years",81,285120,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,"rock"
"Kate Bush","Hounds Of Love","Running Up That Hill (A Deal With God)",90,298933,0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,"rock"
"Imagine Dragons","Evolve","Thunder",85,187146,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,"rock"
"Imagine Dragons","Evolve","Believer",88,204346,0.776,0.78,-4.374,0.128,0.0622,0,0.081,0.666,124.949,"rock"
"Imagine Dragons","Bones","Bones",89,165264,0.773,0.742,-3.678,0.046,0.0206,0,0.0754,0.571,114.071,"rock"
"Måneskin","Chosen","Beggin'",86,211560,0.714,0.8,-4.808,0.0504,0.127,0,0.359,0.589,134.002,"rock"
"OneRepublic","Native","Counting Stars",83,257266,0.664,0.705,-4.972,0.0382,0.0654,0,0.118,0.477,122.016,"rock"
"AJR","OK ORCHESTRA","World's Smallest Violin",80,180746,0.68,0.697,-7.01,0.0484,0.121,0,0.661,0.684,116.033,"rock"
"Imagine Dragons","Evolve","Whatever It Takes",81,201240,0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,"rock"
"Imagine Dragons","Night Visions","Demons",84,177506,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938,"rock"
"Imagine Dragons","Origins (Deluxe)","Bad Liar",81,260773,0.383,0.637,-6.993,0.0703,0.0722,0,0.368,0.0827,177.913,"rock"
"OneRepublic","Arbeitsmusik Herbst/Winter 2022/2023","I Ain't Worried",0,148485,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,"rock"
"Panic! At The Disco","Death of a Bachelor","House of Memories",85,208706,0.506,0.817,-5.051,0.0335,0.00272,0,0.0486,0.506,109.952,"rock"
"Imagine Dragons","Arbeitsmusik Herbst/Winter 2022/2023","Bones",3,165264,0.773,0.742,-3.678,0.046,0.0206,0,0.0754,0.571,114.071,"rock"
"Imagine Dragons;JID;Arcane;League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","Enemy (with JID) - from the series Arcane League of Legends",86,173381,0.728,0.783,-4.424,0.266,0.237,0,0.434,0.555,77.011,"rock"
"Imagine Dragons","Kick It","Thunder",4,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Imagine Dragons","Rock Workout 2023","Thunder",4,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Imagine Dragons","Beginner Ride (Mixtape Vol. 1)","Thunder",2,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Imagine Dragons","pov: it's 2021","Wrecked",2,244004,0.625,0.562,-5.828,0.0289,0.149,1.67e-05,0.109,0.229,93.998,"rock"
"Imagine Dragons","Halloween 2022","Thunder",0,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Imagine Dragons","pov: it's 2021","Follow You",2,175643,0.542,0.732,-5.956,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,"rock"
"Imagine Dragons","Обратно в клас - rock","Believer",4,204346,0.766,0.775,-4.267,0.141,0.0504,0,0.128,0.695,124.751,"rock"
"OneRepublic","Del gusto de mamá","Good Life",1,255693,0.636,0.708,-7.057,0.0512,0.0818,0,0.117,0.662,94.987,"rock"
"OneRepublic","Christmas Dinner 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","pov: it's 2020","Didn't I",0,207616,0.611,0.61,-6.745,0.0314,0.0186,0,0.125,0.242,123.943,"rock"
"Imagine Dragons","Halloween Party 2022","Thunder",0,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Imagine Dragons","Halloween Party 2022","Demons",0,177506,0.5,0.71,-3.015,0.0339,0.19,0.00025,0.269,0.419,89.929,"rock"
"Imagine Dragons","Fiesta de disfraces vol. II","Thunder",0,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Imagine Dragons","Обратно в клас - rock","Thunder",5,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,"rock"
"Queen","80s Bangers Vol. 2","Scandal - Remastered 2011",3,282920,0.639,0.805,-5.961,0.032,0.0383,0.00244,0.312,0.507,103.451,"rock"
"Imagine Dragons;JID;Arcane;League of Legends","Arbeitsmusik Herbst/Winter 2022/2023","Enemy - from the series Arcane League of Legends",0,173381,0.728,0.783,-4.424,0.266,0.237,0,0.434,0.555,77.011,"rock"
"Imagine Dragons","Autumn Vibes 2022","On Top Of The World",0,192800,0.588,0.925,-5.584,0.16,0.0897,4.89e-06,0.0881,0.759,99.83,"rock"
"Imagine Dragons","Halloween Kids Party 2022","Demons",0,177506,0.5,0.71,-3.015,0.0339,0.19,0.00025,0.269,0.419,89.929,"rock"
"Imagine Dragons","Halloween Party Canzoni per Bambini 2022","Demons",0,177506,0.5,0.71,-3.015,0.0339,0.19,0.00025,0.269,0.419,89.929,"rock"
"Imagine Dragons","Halloween Scary Party","Demons",0,177506,0.5,0.71,-3.015,0.0339,0.19,0.00025,0.269,0.419,89.929,"rock"
"OneRepublic","12 Days of Christmas 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"Queen","80s Bangers Vol. 1","I Want It All - Remastered 2011",5,241253,0.402,0.835,-5.734,0.05,0.0287,2.94e-06,0.385,0.43,92.029,"rock"
"OneRepublic;Alesso","Electro sounds","If I Lose Myself - Alesso vs OneRepublic",0,215480,0.518,0.829,-3.321,0.0414,0.198,5.65e-06,0.125,0.148,125.992,"rock"
"OneRepublic","Christmas Best Hits 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","The Very Best Christmas Songs 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Weihnachtspop 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"Queen","80s Bangers Vol. 2","Was It All Worth It - Remastered 2011",2,347800,0.16,0.866,-5.277,0.088,0.207,4.44e-05,0.0894,0.13,179.739,"rock"
"The Yellow Diary;Shilpa Rao","Roz Roz","Roz Roz",63,218550,0.653,0.446,-7.867,0.0351,0.546,4.52e-05,0.109,0.472,100.018,"rock"
"Ghost","Seven Inches Of Satanic Panic","Mary On A Cross",88,244804,0.466,0.9,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02,"rock"
"The Script;will.i.am","#3 Deluxe Version","Hall of Fame (feat. will.i.am)",80,202533,0.421,0.873,-4.343,0.0564,0.0654,0,0.123,0.629,84.786,"rock"
"The Local Train","Aalas Ka Pedh","Dil Mere",63,211290,0.655,0.473,-9.806,0.0267,0.842,0.0323,0.167,0.572,92.962,"rock"
"Imagine Dragons;JID;Arcane;League of Legends","Mercury - Acts 1 & 2","Enemy (with JID) - from the series Arcane League of Legends",82,173381,0.728,0.783,-4.424,0.266,0.237,0,0.434,0.555,77.011,"rock"
"OneRepublic","Frühstücksmusik Herbst/Winter 2022/2023","I Ain't Worried",0,148485,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,"rock"
"OneRepublic","TickTok Back To School 2022","I Ain't Worried",1,148485,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,"rock"
"OneRepublic","TickTok Back To School 2022","I Ain't Worried",2,148485,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,"rock"
"OneRepublic","Arbeitsmusik Herbst/Winter 2022/2023","West Coast",0,192947,0.685,0.699,-7.803,0.0349,0.317,0,0.0895,0.884,134.057,"rock"
"OneRepublic","Sunny Mornings","Sunshine",2,163854,0.697,0.875,-4.621,0.034,0.137,0,0.28,0.774,140.069,"rock"
"Imagine Dragons","Mercury - Acts 1 & 2","Bones",84,165264,0.772,0.75,-3.67,0.0455,0.0201,0,0.074,0.587,114.061,"rock"
"OneRepublic","Arbeitsmusik Herbst/Winter 2022/2023","Sunshine",0,163854,0.697,0.875,-4.621,0.034,0.137,0,0.28,0.774,140.069,"rock"
"OneRepublic","Frühstücksmusik Herbst/Winter 2022/2023","West Coast",0,192947,0.685,0.699,-7.803,0.0349,0.317,0,0.0895,0.884,134.057,"rock"
"OneRepublic","pov: it's 2019","Rescue Me",1,159650,0.761,0.606,-7.742,0.0424,0.157,0,0.574,0.646,121.038,"rock"
"OneRepublic","Autumn Vibes 2022","Sunshine",0,163854,0.697,0.875,-4.621,0.034,0.137,0,0.28,0.774,140.069,"rock"
"Imagine Dragons;Arcane;League of Legends","Enemy (from the series Arcane League of Legends)","Enemy - From the series Arcane League of Legends",80,173381,0.722,0.745,-4.164,0.256,0.247,0,0.419,0.52,77.029,"rock"
"OneRepublic","Отново на училище","Counting Stars",4,256760,0.659,0.741,-4.354,0.0388,0.072,0,0.166,0.454,122.013,"rock"
"OneRepublic","OO's Music Grandi Successi","Apologize",6,208106,0.596,0.74,-6.127,0.0338,0.341,2.05e-05,0.102,0.493,118.031,"rock"
"OneRepublic","Pop Christmas 2022","White Christmas",0,126513,0.439,0.448,-8.447,0.0303,0.152,0,0.21,0.163,108.184,"rock"
"OneRepublic","Holidays Are Coming","Christmas Without You",14,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Autumn Vibes 2022","Run",0,169010,0.682,0.72,-8.173,0.0381,0.326,0,0.148,0.673,117.003,"rock"
"OneRepublic","Weihnachtspop 2022","White Christmas",0,126513,0.439,0.448,-8.447,0.0303,0.152,0,0.21,0.163,108.184,"rock"
"OneRepublic","Frühstücksmusik Herbst/Winter 2022/2023","Run",0,169010,0.682,0.72,-8.173,0.0381,0.326,0,0.148,0.673,117.003,"rock"
"OneRepublic","Christmas Songs 2022","Christmas Without You",1,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"Red Hot Chili Peppers","All That Really Matters - Just Hits","Tippa My Tongue",4,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418,"rock"
"OneRepublic","De ese gran pop de los 00's","Apologize",0,208106,0.596,0.74,-6.127,0.0338,0.341,2.05e-05,0.102,0.493,118.031,"rock"
"OneRepublic","World's Best Christmas Playlist","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Autumn Vibes 2022","Counting Stars",0,256760,0.659,0.741,-4.354,0.0388,0.072,0,0.166,0.454,122.013,"rock"
"OneRepublic","Weihnachten Musik","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Santa Claus Is Coming To Town","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Almorzando solo","Counting Stars",0,256760,0.659,0.741,-4.354,0.0388,0.072,0,0.166,0.454,122.013,"rock"
"OneRepublic","Jingle Bell Rock 2022","Christmas Without You",2,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Fiesta de disfraces vol. II","Counting Stars",0,256760,0.659,0.741,-4.354,0.0388,0.072,0,0.166,0.454,122.013,"rock"
"OneRepublic","Slow Christmas Songs 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Pop Christmas 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Christmas Day Chill","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","CHRISTMAS TOP HITS 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"Red Hot Chili Peppers","Rock Brandneu","Nerve Flip",0,186148,0.386,0.936,-4.005,0.0701,0.0121,1.6e-05,0.266,0.418,176.366,"rock"
"OneRepublic","De ese gran pop de los 00's","Stop And Stare",0,223800,0.329,0.866,-4.328,0.0484,0.0724,0,0.0869,0.257,184.793,"rock"
"OneRepublic","Lonely Christmas 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"Red Hot Chili Peppers","Top of the Rock","Nerve Flip",0,186148,0.386,0.936,-4.005,0.0701,0.0121,1.6e-05,0.266,0.418,176.366,"rock"
"OneRepublic","Best Christmas Music 2022","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Beste Weihnachtslieder","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","All I Want For Christmas Is You","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"OneRepublic","Weihnachten Playlist","Christmas Without You",0,197146,0.262,0.677,-5.645,0.0528,0.447,0,0.205,0.365,207.478,"rock"
"Red Hot Chili Peppers","Session Acoustique","My Friends",5,248640,0.303,0.71,-3.545,0.0292,0.00575,0.00152,0.131,0.327,162.657,"rock"
"Red Hot Chili Peppers","Pop n' Fresh","Tippa My Tongue",0,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418,"rock"
"Red Hot Chili Peppers","Top of the Rock","Black Summer",3,232412,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542,"rock"
"Red Hot Chili Peppers","This Is Why - This Is Rock","Eddie",0,341986,0.515,0.809,-5.817,0.0512,0.00455,0.0723,0.0905,0.525,142.011,"rock"
"Red Hot Chili Peppers","Alternative Rock Mixtape","By the Way",2,215666,0.441,0.986,-2.466,0.116,0.038,0.000781,0.0998,0.184,123.974,"rock"
"The Neighbourhood","Wiped Out!","Daddy Issues",87,260173,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,"rock"
"Arctic Monkeys","AM","Do I Wanna Know?",88,272394,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,"rock"
"Arctic Monkeys","Favourite Worst Nightmare","505",88,253586,0.526,0.866,-5.822,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,"rock"
"BØRNS","Dopamine","Electric Love",82,218106,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,"rock"
"Arctic Monkeys","AM","Why'd You Only Call Me When You're High?",87,161123,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,"rock"
"The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","Softcore",86,206280,0.575,0.568,-5.509,0.03,0.0484,0.000417,0.286,0.37,93.986,"rock"
"Twenty One Pilots","Heathens","Heathens",81,195920,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,"rock"
"Twenty One Pilots","Blurryface","Ride",82,214506,0.645,0.713,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,"rock"
"Twenty One Pilots","Blurryface","Stressed Out",85,202333,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,"rock"
"Måneskin","Teatro d'ira - Vol. I","I WANNA BE YOUR SLAVE",83,173346,0.75,0.608,-4.008,0.0387,0.00165,0,0.178,0.958,132.507,"rock"
"Imagine Dragons","Night Visions","Radioactive",80,186813,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,"rock"
"Guns N' Roses","Appetite For Destruction","Sweet Child O' Mine",84,354520,0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,"rock"
"Fall Out Boy","American Beauty/American Psycho","Centuries",80,228360,0.393,0.858,-2.868,0.0729,0.00359,0,0.102,0.56,176.042,"rock"
"Imagine Dragons","Origins (Deluxe)","Natural",82,189466,0.704,0.611,-6.112,0.0409,0.217,0,0.0812,0.22,100,"rock"
"Panic! At The Disco","Top Off Snap Hits","House of Memories",0,208706,0.506,0.817,-5.052,0.0336,0.00283,0,0.0486,0.49,109.955,"rock"
"Panic! At The Disco","All That Really Matters - Just Hits","Don't Let the Light Go Out",2,229517,0.492,0.59,-4.032,0.0313,0.00109,0.0023,0.271,0.179,117.637,"rock"
"Twenty One Pilots","Mellow Electronic Pop","Leave the City",0,280493,0.506,0.378,-11.641,0.0332,0.726,0.00514,0.0956,0.297,134.99,"rock"
"Panic! At The Disco","Rock Brandneu","Don't Let the Light Go Out",2,229517,0.492,0.59,-4.032,0.0313,0.00109,0.0023,0.271,0.179,117.637,"rock"
"Red Hot Chili Peppers","Rock Brandneu","Tippa My Tongue",3,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418,"rock"
"Twenty One Pilots","All Out Alternative","Stressed Out",2,202333,0.735,0.638,-5.67,0.139,0.0459,2.38e-05,0.0602,0.669,169.976,"rock"
"Panic! At The Disco","Top of the Rock","Viva Las Vengeance",0,206580,0.211,0.821,-5.423,0.0732,1.25e-05,0.0329,0.104,0.371,153.742,"rock"
"Panic! At The Disco","Timeless Rock Hits","I Write Sins Not Tragedies",3,187613,0.565,0.792,-4.983,0.132,0.0913,0,0.114,0.639,170.076,"rock"
"Red Hot Chili Peppers","Kick It","Fire - Remastered",1,123800,0.421,0.986,-1.795,0.152,0.00482,0,0.295,0.263,105.83,"rock"
"Red Hot Chili Peppers","Tek It - New Noise","Black Summer",1,232412,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542,"rock"
"Twenty One Pilots","Happy Commute","House of Gold",0,163880,0.68,0.694,-7.234,0.0435,0.445,0,0.209,0.851,114.945,"rock"
"Panic! At The Disco","Alternative Rock Mixtape","Hey Look Ma, I Made It",2,169666,0.577,0.834,-3.337,0.0689,0.0134,0,0.121,0.575,107.936,"rock"
"Twenty One Pilots","20's Rock","The Hype",0,265373,0.53,0.816,-6.149,0.0503,0.0105,0.000613,0.379,0.371,87.019,"rock"
"Fleetwood Mac","u don't deserve me","Landslide - 2018 Remaster",0,200413,0.428,0.292,-15.157,0.0307,0.859,0.00105,0.191,0.508,159.757,"rock"
"Red Hot Chili Peppers","Daily Pop Mix","Tippa My Tongue",0,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418,"rock"
"Creedence Clearwater Revival","REGNIG DAG","Have You Ever Seen The Rain",1,159693,0.779,0.662,-5.826,0.0284,0.141,1.16e-05,0.119,0.811,116.115,"rock"
"Red Hot Chili Peppers","80s Bangers Vol. 2","Higher Ground - Remastered",4,202053,0.476,0.979,-3.504,0.133,0.00142,0.00686,0.0944,0.394,140.408,"rock"
"Red Hot Chili Peppers","Pop Hits Now","Black Summer",0,232412,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542,"rock"
"Elvis Presley","Santa Claus Is Coming To Town","Blue Christmas",0,128080,0.506,0.475,-7.552,0.0324,0.83,0.00411,0.124,0.596,94.494,"rock"
"Red Hot Chili Peppers","This Is Why - This Is Rock","Tippa My Tongue",0,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418,"rock"
"Fleetwood Mac","Planet 80's","Big Love - 2018 Remaster",2,222373,0.71,0.748,-10.558,0.0482,0.0287,0.156,0.0741,0.619,125.374,"rock"
"Fleetwood Mac","Feeling Good - Adult Pop Favorites","Little Lies - 2018 Remaster",3,219800,0.643,0.655,-10.249,0.0256,0.217,0.000272,0.0462,0.878,124.731,"rock"
"Red Hot Chili Peppers","20's Rock","Black Summer",0,232412,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542,"rock"
"Creedence Clearwater Revival","Fishing Music","Bad Moon Rising",1,141600,0.508,0.769,-5.973,0.0326,0.0577,6.1e-06,0.063,0.939,178.95,"rock"
"Creedence Clearwater Revival","Pumpkin Patch Hits","I Put A Spell On You",3,271786,0.393,0.732,-8.188,0.0295,0.00471,0.123,0.0979,0.621,100.41,"rock"
"Fleetwood Mac","Maintain Your Mojo","Go Your Own Way - 2018 Remaster",0,219026,0.572,0.932,-6.397,0.0441,0.00528,0.0378,0.0835,0.657,136.029,"rock"
"Creedence Clearwater Revival","Best 70s Rock Tunes","Hello Mary Lou",1,134440,0.633,0.674,-8.638,0.0348,0.0572,0.00154,0.0504,0.965,103.426,"rock"
"Fleetwood Mac","80's","Everywhere - 2018 Remaster",0,223253,0.74,0.465,-10.85,0.0325,0.253,0.0107,0.0927,0.682,114.957,"rock"
"Fleetwood Mac","OK Boomers - Top Tunes","Tusk - 2018 Remaster",1,218866,0.611,0.786,-11.856,0.0841,0.227,0.836,0.168,0.917,180.773,"rock"
"Creedence Clearwater Revival","Halloween Scary Party","I Put A Spell On You",0,270360,0.437,0.742,-7.062,0.0291,0.00651,0.037,0.112,0.688,102.186,"rock"
"Creedence Clearwater Revival","Twisted Halloween Hits","I Put A Spell On You",0,271786,0.393,0.732,-8.188,0.0295,0.00471,0.123,0.0979,0.621,100.41,"rock"
"Creedence Clearwater Revival","Spooky Scary Season","Bad Moon Rising - Remastered 1985",1,139279,0.621,0.85,-4.203,0.0311,0.0221,1.52e-06,0.0581,0.923,89.497,"rock"
"Fleetwood Mac","Timeless Rock Hits","Go Your Own Way - 2018 Remaster",1,219026,0.572,0.932,-6.397,0.0441,0.00528,0.0378,0.0835,0.657,136.029,"rock"
"Creedence Clearwater Revival","Christmas time but not Christmas songs 2022","Fortunate Son",0,140773,0.64,0.663,-7.516,0.0373,0.201,0.00806,0.152,0.665,132.768,"rock"
"Creedence Clearwater Revival","60s Christmas Party","Bad Moon Rising",0,141600,0.508,0.769,-5.973,0.0326,0.0577,6.1e-06,0.063,0.939,178.95,"rock"
"Creedence Clearwater Revival","Anthems for Witches 2022","Bad Moon Rising - Remastered 1985",1,139279,0.621,0.85,-4.203,0.0311,0.0221,1.52e-06,0.0581,0.923,89.497,"rock"
"Kodaline","In A Perfect World (Expanded Edition)","All I Want",82,305746,0.188,0.411,-9.733,0.0484,0.174,0.153,0.0843,0.159,187.376,"rock"
"Elton John;Dua Lipa;PNAU","The Lockdown Sessions","Cold Heart - PNAU Remix",83,202735,0.795,0.8,-6.32,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,"rock"
"Rixton","Let The Road","Me And My Broken Heart",79,193733,0.545,0.783,-4.261,0.0345,0.00489,0,0.132,0.551,174.084,"rock"
"The Score","ATLAS","Unstoppable",73,192106,0.485,0.843,-3.993,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,"rock"
"OneRepublic","Sunshine","Sunshine",83,163854,0.697,0.875,-4.621,0.034,0.137,0,0.28,0.774,140.069,"rock"
"Panic! At The Disco","Back to School!","House of Memories",3,208706,0.506,0.817,-5.052,0.0336,0.00283,0,0.0486,0.49,109.955,"rock"
"Panic! At The Disco","Happy Pop Vibes","Local God",0,180797,0.379,0.849,-5.747,0.0747,3.44e-05,0.00224,0.298,0.584,146.841,"rock"
